Technology,Age,CustomerSince,SupportCallsLastYear,AverageBill,ChurnIndicator,churn_label
phone,61,4/11/12 9:27 AM,0,86,0.005,0
4G,40,9/17/10 9:27 AM,0,100,0.01,0
4G,71,10/13/15 9:27 AM,0,19,0.002,0
landline,64,4/30/14 9:27 AM,5,61,0.01,0
fiber,63,1/3/12 9:27 AM,1,24,0.083,0
4G,21,3/24/11 10:27 AM,2,66,0.041,0
phone,69,6/25/15 9:27 AM,0,72,0.001,0
phone,30,7/24/14 9:27 AM,1,71,0.005,0
4G,20,10/30/13 10:27 AM,1,77,0.01,0
phone,55,8/4/12 9:27 AM,7,40,0.085,0
fiber,65,10/22/12 9:27 AM,0,106,0.007,0
phone,57,4/25/12 9:27 AM,1,73,0.013,0
fiber,62,1/21/12 9:27 AM,0,89,0.011,0
4G,11,7/9/13 9:27 AM,10,83,0.061,0
landline,79,1/22/14 9:27 AM,6,68,0.012,0
4G,56,6/21/11 9:27 AM,1,79,0.021,0
4G,76,11/25/15 9:27 AM,7,22,0.004,0
4G,48,5/14/11 9:27 AM,0,75,0.012,0
phone,39,7/18/13 9:27 AM,2,79,0.012,0
4G,43,3/27/15 10:27 AM,1,98,0.003,0
phone,18,2/9/15 9:27 AM,4,51,0.01,0
fiber,73,6/24/12 9:27 AM,0,63,0.014,0
landline,42,10/19/10 9:27 AM,0,94,0.003,0
phone,56,12/13/15 9:27 AM,1,47,0,0
landline,49,12/20/13 9:27 AM,0,15,0.008,0
4G,65,3/22/11 10:27 AM,1,54,0.033,0
landline,71,2/2/11 9:27 AM,3,102,0.012,0
phone,45,7/2/10 9:27 AM,0,20,0.034,0
fiber,7,6/11/14 9:27 AM,3,38,0.04,0
landline,64,3/26/15 10:27 AM,0,72,0.001,0
phone,0,6/20/12 9:27 AM,2,109,0.012,0
fiber,58,5/5/13 9:27 AM,0,78,0.008,0
4G,75,6/23/12 9:27 AM,2,106,0.019,0
fiber,54,2/6/14 9:27 AM,1,13,0.072,0
4G,44,8/5/11 9:27 AM,0,97,0.009,0
4G,42,5/10/15 9:27 AM,3,27,0.017,0
fiber,9,10/11/15 9:27 AM,0,64,0.001,0
landline,26,8/10/13 9:27 AM,1,46,0.006,0
fiber,78,10/6/11 9:27 AM,0,110,0.01,0
4G,55,10/10/13 9:27 AM,1,88,0.009,0
phone,21,7/15/15 9:27 AM,0,46,0.001,0
fiber,57,7/30/12 9:27 AM,0,28,0.03,0
phone,29,12/18/10 9:27 AM,0,99,0.006,0
landline,39,3/13/13 10:27 AM,7,68,0.02,0
phone,37,8/9/11 9:27 AM,1,96,0.011,0
fiber,42,8/4/14 9:27 AM,0,65,0.005,0
landline,64,5/2/12 9:27 AM,1,61,0.007,0
phone,55,4/10/15 9:27 AM,5,32,0.016,0
4G,35,7/29/14 9:27 AM,1,10,0.052,0
4G,20,8/14/15 9:27 AM,0,68,0.001,0
4G,56,4/27/15 9:27 AM,8,103,0.01,0
4G,56,3/4/15 9:27 AM,0,104,0.001,0
fiber,51,1/1/15 9:27 AM,0,102,0.002,0
phone,69,7/13/15 9:27 AM,1,101,0.001,0
phone,42,3/18/14 10:27 AM,0,97,0.002,0
landline,64,7/16/15 9:27 AM,1,59,0.001,0
landline,74,5/21/11 9:27 AM,7,92,0.025,0
landline,22,6/1/11 9:27 AM,4,108,0.013,0
landline,18,9/3/10 9:27 AM,0,38,0.009,0
phone,40,5/12/15 9:27 AM,1,80,0.002,0
fiber,15,10/20/12 9:27 AM,4,45,0.088,0
4G,59,2/17/11 9:27 AM,0,37,0.025,0
phone,54,12/5/14 9:27 AM,0,69,0.002,0
phone,25,7/1/12 9:27 AM,0,11,0.04,0
fiber,9,4/3/15 9:27 AM,4,86,0.01,0
phone,56,3/12/11 9:27 AM,1,61,0.02,0
landline,62,11/16/15 9:27 AM,4,102,0,0
phone,6,10/23/11 9:27 AM,4,71,0.037,0
phone,7,4/8/14 9:27 AM,0,94,0.002,0
fiber,2,10/12/13 9:27 AM,4,91,0.03,0
fiber,18,8/30/14 9:27 AM,0,72,0.005,0
4G,26,8/2/14 9:27 AM,2,72,0.011,0
landline,42,8/30/11 9:27 AM,4,106,0.013,0
landline,55,2/12/15 9:27 AM,2,44,0.004,0
landline,23,12/27/11 9:27 AM,9,53,0.047,0
4G,43,5/1/12 9:27 AM,1,93,0.015,0
fiber,74,2/18/14 9:27 AM,0,66,0.007,0
4G,32,9/12/12 9:27 AM,1,21,0.059,0
4G,12,3/16/12 10:27 AM,5,75,0.057,0
phone,23,8/13/14 9:27 AM,0,109,0.002,0
landline,42,9/1/13 9:27 AM,4,13,0.055,0
phone,41,2/15/14 9:27 AM,4,85,0.014,0
phone,42,11/7/10 9:27 AM,0,49,0.013,0
4G,63,11/10/13 9:27 AM,0,72,0.006,0
4G,5,7/24/10 9:27 AM,5,39,0.157,0
4G,78,1/1/15 9:27 AM,4,85,0.011,0
4G,3,9/9/15 9:27 AM,0,21,0.002,0
fiber,2,3/4/11 9:27 AM,5,77,0.094,0
phone,36,7/12/15 9:27 AM,9,47,0.011,0
4G,19,12/21/13 9:27 AM,0,38,0.01,0
fiber,13,11/30/14 9:27 AM,0,65,0.004,0
phone,3,12/8/13 9:27 AM,1,106,0.005,0
landline,50,8/2/14 9:27 AM,1,82,0.002,0
fiber,67,10/3/14 9:27 AM,0,67,0.005,0
4G,69,10/18/13 9:27 AM,5,102,0.024,0
phone,27,3/3/12 9:27 AM,0,79,0.006,0
4G,34,8/26/11 9:27 AM,1,76,0.021,0
4G,12,10/3/11 9:27 AM,7,63,0.101,0
4G,38,5/17/13 9:27 AM,6,37,0.092,0
phone,74,12/27/12 9:27 AM,0,76,0.005,0
fiber,60,8/26/13 9:27 AM,1,86,0.014,0
fiber,24,12/24/13 9:27 AM,3,15,0.133,0
4G,74,10/26/10 9:27 AM,1,98,0.02,0
landline,16,3/25/14 10:27 AM,0,98,0.001,0
4G,30,9/27/12 9:27 AM,0,21,0.029,0
landline,64,8/14/12 9:27 AM,8,81,0.023,0
landline,47,11/11/15 9:27 AM,1,20,0.001,0
fiber,56,12/22/13 9:27 AM,0,82,0.006,0
fiber,54,9/19/14 9:27 AM,1,24,0.026,0
fiber,3,7/17/15 9:27 AM,1,46,0.005,0
phone,29,10/9/13 9:27 AM,9,41,0.067,0
landline,2,9/1/15 9:27 AM,0,40,0,0
4G,60,5/17/11 9:27 AM,6,19,0.319,0
landline,75,2/15/14 9:27 AM,3,23,0.02,0
4G,24,1/15/14 9:27 AM,2,43,0.025,0
phone,63,8/10/13 9:27 AM,0,22,0.013,0
phone,41,10/17/11 9:27 AM,5,41,0.077,0
4G,37,8/24/10 9:27 AM,6,98,0.072,0
phone,1,12/7/11 9:27 AM,1,56,0.018,0
phone,64,9/2/15 9:27 AM,3,71,0.002,0
4G,13,4/26/12 9:27 AM,0,20,0.034,0
4G,63,11/6/15 9:27 AM,0,21,0.001,0
phone,47,1/20/12 9:27 AM,1,11,0.089,0
phone,69,12/11/10 9:27 AM,1,17,0.074,0
phone,52,8/20/11 9:27 AM,2,63,0.026,0
phone,70,1/7/15 9:27 AM,3,58,0.008,0
4G,26,1/7/15 9:27 AM,1,77,0.005,0
4G,62,12/29/10 9:27 AM,5,12,0.469,0
landline,76,5/19/11 9:27 AM,0,41,0.007,0
4G,43,11/3/11 10:27 AM,0,21,0.037,0
fiber,38,5/29/13 9:27 AM,0,86,0.007,0
4G,4,11/3/13 9:27 AM,0,72,0.006,0
4G,36,6/16/14 9:27 AM,4,85,0.017,0
4G,36,12/7/14 9:27 AM,0,79,0.002,0
landline,49,5/23/12 9:27 AM,10,44,0.056,0
4G,8,2/4/11 9:27 AM,0,42,0.022,0
phone,21,6/12/13 9:27 AM,0,21,0.015,0
4G,66,4/22/15 9:27 AM,0,10,0.012,0
4G,3,11/19/14 9:27 AM,0,36,0.006,0
landline,6,7/18/11 9:27 AM,0,22,0.013,0
phone,23,12/2/14 9:27 AM,1,60,0.004,0
fiber,66,4/30/11 9:27 AM,0,75,0.016,0
4G,76,4/27/15 9:27 AM,3,27,0.018,0
4G,61,8/28/14 9:27 AM,4,28,0.044,0
4G,17,8/16/14 9:27 AM,1,53,0.009,0
phone,49,8/9/15 9:27 AM,2,83,0.002,0
fiber,30,10/22/12 9:27 AM,3,49,0.065,0
landline,26,9/16/11 9:27 AM,2,89,0.009,0
fiber,34,8/21/10 9:27 AM,2,20,0.201,0
fiber,13,12/20/14 9:27 AM,0,48,0.005,0
fiber,35,7/28/14 9:27 AM,6,37,0.066,0
phone,31,12/13/14 9:27 AM,0,59,0.002,0
fiber,21,6/2/14 9:27 AM,2,81,0.014,0
landline,71,10/6/12 9:27 AM,0,96,0.002,0
phone,8,10/4/14 9:27 AM,4,41,0.018,0
landline,21,3/19/14 10:27 AM,0,68,0.002,0
4G,9,1/9/15 9:27 AM,0,79,0.002,0
4G,52,11/26/13 9:27 AM,0,89,0.004,0
landline,52,9/1/12 9:27 AM,4,18,0.058,0
landline,3,7/23/12 9:27 AM,2,76,0.008,0
phone,66,1/6/13 9:27 AM,0,86,0.004,0
phone,74,12/11/15 9:27 AM,0,92,0,0
phone,47,7/1/15 9:27 AM,3,109,0.002,0
fiber,47,11/25/11 9:27 AM,0,108,0.009,0
4G,74,2/18/15 9:27 AM,4,16,0.048,0
4G,80,4/11/15 9:27 AM,1,72,0.004,0
fiber,40,1/7/15 9:27 AM,8,30,0.071,0
4G,4,8/4/12 9:27 AM,1,16,0.08,0
phone,65,2/5/13 9:27 AM,1,104,0.007,0
4G,9,5/27/11 9:27 AM,1,80,0.022,0
phone,78,2/11/15 9:27 AM,4,104,0.005,0
4G,5,10/19/13 9:27 AM,0,51,0.008,0
phone,20,12/21/10 9:27 AM,2,26,0.073,0
phone,36,10/5/15 9:27 AM,1,102,0,0
4G,66,8/28/10 9:27 AM,2,64,0.047,0
fiber,27,1/5/15 9:27 AM,1,10,0.047,0
4G,37,4/30/11 9:27 AM,1,59,0.03,0
phone,47,8/14/13 9:27 AM,4,101,0.015,0
4G,63,6/22/13 9:27 AM,2,32,0.044,0
4G,1,12/13/13 9:27 AM,10,54,0.077,0
fiber,34,12/21/13 9:27 AM,1,97,0.01,0
4G,7,11/21/10 9:27 AM,2,109,0.026,0
landline,30,9/4/15 9:27 AM,6,59,0.002,0
phone,71,10/21/10 9:27 AM,0,105,0.006,0
fiber,65,8/3/12 9:27 AM,8,90,0.085,0
phone,7,10/9/10 9:27 AM,0,28,0.023,0
4G,44,6/11/12 9:27 AM,5,101,0.039,0
phone,62,8/22/13 9:27 AM,0,11,0.027,0
4G,75,6/3/12 9:27 AM,6,46,0.102,0
fiber,63,4/13/15 9:27 AM,0,106,0.002,0
fiber,11,9/12/15 9:27 AM,1,97,0.001,0
4G,26,9/29/11 9:27 AM,0,100,0.008,0
fiber,57,3/2/11 9:27 AM,0,96,0.013,0
phone,74,1/12/14 9:27 AM,0,82,0.003,0
4G,64,1/9/12 9:27 AM,4,75,0.05,0
landline,58,12/11/11 9:27 AM,1,36,0.014,0
4G,54,4/2/14 9:27 AM,0,20,0.016,0
4G,68,2/2/15 9:27 AM,3,27,0.024,0
4G,6,8/24/14 9:27 AM,0,104,0.002,0
landline,62,4/19/14 9:27 AM,0,16,0.007,0
landline,80,11/25/12 9:27 AM,0,61,0.003,0
4G,70,8/21/13 9:27 AM,0,44,0.01,0
4G,33,8/25/12 9:27 AM,3,107,0.023,0
fiber,42,12/7/14 9:27 AM,1,80,0.006,0
landline,13,6/3/13 9:27 AM,7,48,0.027,0
phone,19,8/15/13 9:27 AM,1,23,0.026,0
4G,58,6/6/12 9:27 AM,1,91,0.015,0
4G,34,9/25/15 9:27 AM,0,46,0.001,0
phone,37,6/10/12 9:27 AM,0,107,0.004,0
phone,30,9/8/15 9:27 AM,1,106,0.001,0
4G,12,7/30/12 9:27 AM,1,52,0.025,0
4G,72,12/17/13 9:27 AM,2,95,0.012,0
4G,24,1/3/15 9:27 AM,2,99,0.005,0
fiber,9,1/28/12 9:27 AM,1,104,0.019,0
4G,21,2/1/12 9:27 AM,0,100,0.007,0
phone,33,1/17/13 9:27 AM,0,38,0.01,0
4G,50,5/1/13 9:27 AM,1,81,0.012,0
phone,32,7/19/14 9:27 AM,2,96,0.006,0
fiber,57,4/23/15 9:27 AM,1,90,0.004,0
4G,77,7/24/13 9:27 AM,3,78,0.023,0
landline,78,9/17/11 9:27 AM,5,86,0.019,0
4G,64,5/3/12 9:27 AM,0,22,0.031,0
fiber,76,2/3/13 9:27 AM,0,40,0.018,0
fiber,6,7/10/12 9:27 AM,0,27,0.032,0
4G,40,3/15/13 10:27 AM,1,108,0.01,0
4G,74,11/27/11 9:27 AM,7,64,0.096,0
phone,70,5/14/11 9:27 AM,1,11,0.105,0
phone,66,10/28/12 10:27 AM,1,30,0.026,0
4G,43,5/1/11 9:27 AM,1,15,0.117,0
phone,46,7/23/12 9:27 AM,1,50,0.017,0
fiber,10,1/13/12 9:27 AM,1,38,0.052,0
4G,48,8/2/10 9:27 AM,1,11,0.185,0
phone,59,10/20/11 9:27 AM,2,29,0.054,0
4G,56,4/4/11 9:27 AM,0,11,0.081,0
4G,31,5/5/12 9:27 AM,4,35,0.098,0
4G,19,7/12/12 9:27 AM,1,39,0.033,0
4G,8,8/29/10 9:27 AM,5,70,0.086,0
phone,73,12/23/13 9:27 AM,1,101,0.005,0
4G,6,11/15/13 9:27 AM,2,32,0.037,0
4G,52,10/27/14 10:27 AM,5,27,0.048,0
fiber,80,7/18/10 9:27 AM,0,22,0.062,0
fiber,64,12/27/13 9:27 AM,0,104,0.005,0
landline,64,2/24/11 9:27 AM,1,73,0.008,0
4G,24,12/2/14 9:27 AM,1,68,0.006,0
phone,13,8/3/12 9:27 AM,1,80,0.011,0
4G,74,5/21/12 9:27 AM,5,93,0.044,0
4G,41,1/2/12 9:27 AM,0,79,0.009,0
fiber,40,11/15/13 9:27 AM,2,89,0.018,0
4G,32,11/18/14 9:27 AM,3,84,0.01,0
fiber,34,4/24/14 9:27 AM,6,108,0.027,0
4G,20,11/12/14 9:27 AM,1,57,0.007,0
fiber,42,6/14/14 9:27 AM,9,90,0.042,0
phone,79,1/10/12 9:27 AM,2,30,0.05,0
fiber,27,12/24/11 9:27 AM,2,48,0.063,0
4G,38,4/24/14 9:27 AM,1,69,0.009,0
landline,56,7/26/11 9:27 AM,3,84,0.013,0
phone,19,11/3/10 10:27 AM,2,103,0.019,0
phone,40,12/15/10 9:27 AM,5,25,0.151,0
4G,5,11/25/15 9:27 AM,3,81,0,0
landline,73,11/2/14 9:27 AM,1,25,0.006,0
phone,45,10/9/11 9:27 AM,0,80,0.007,0
4G,8,9/25/15 9:27 AM,3,88,0.002,0
phone,67,11/25/15 9:27 AM,0,45,0,0
landline,36,10/30/14 10:27 AM,2,42,0.005,0
phone,47,12/9/11 9:27 AM,1,62,0.016,0
phone,23,10/2/13 9:27 AM,1,21,0.026,0
phone,39,4/10/12 9:27 AM,1,48,0.019,0
phone,54,4/1/13 9:27 AM,2,51,0.02,0
landline,26,3/16/13 10:27 AM,1,16,0.022,0
landline,38,11/28/10 9:27 AM,1,60,0.011,0
phone,67,11/6/14 9:27 AM,0,93,0.001,0
4G,78,5/16/11 9:27 AM,2,19,0.137,0
phone,16,9/4/13 9:27 AM,7,46,0.05,0
phone,8,12/23/10 9:27 AM,1,81,0.016,0
phone,12,3/2/11 9:27 AM,7,108,0.045,0
4G,64,8/21/11 9:27 AM,1,104,0.016,0
phone,1,9/21/12 9:27 AM,0,70,0.006,0
phone,27,8/20/10 9:27 AM,0,102,0.007,0
4G,17,10/13/12 9:27 AM,0,37,0.016,0
fiber,64,8/2/15 9:27 AM,0,69,0.001,0
landline,4,9/22/14 9:27 AM,6,55,0.01,0
4G,58,3/13/15 10:27 AM,0,39,0.004,0
landline,74,4/13/14 9:27 AM,1,17,0.012,0
4G,52,3/2/15 9:27 AM,2,94,0.005,0
4G,77,10/11/11 9:27 AM,1,46,0.034,0
fiber,62,1/24/14 9:27 AM,0,48,0.01,0
landline,69,9/14/11 9:27 AM,2,56,0.014,0
landline,50,4/18/13 9:27 AM,2,88,0.006,0
4G,28,7/24/10 9:27 AM,0,26,0.039,0
4G,7,11/26/13 9:27 AM,0,38,0.01,0
fiber,12,1/10/15 9:27 AM,5,84,0.017,0
fiber,18,10/13/14 9:27 AM,1,83,0.007,0
fiber,7,1/1/14 9:27 AM,5,61,0.048,0
phone,37,7/20/14 9:27 AM,0,10,0.018,0
4G,21,10/29/11 9:27 AM,0,19,0.041,0
landline,16,7/13/12 9:27 AM,5,58,0.022,0
landline,62,10/15/11 9:27 AM,2,33,0.024,0
fiber,38,2/6/11 9:27 AM,3,48,0.102,0
4G,60,4/3/14 9:27 AM,0,57,0.006,0
phone,73,3/16/15 10:27 AM,1,23,0.008,0
4G,16,7/3/14 9:27 AM,1,88,0.006,0
fiber,31,2/2/14 9:27 AM,1,99,0.009,0
landline,70,9/19/13 9:27 AM,0,88,0.002,0
phone,26,9/24/11 9:27 AM,7,19,0.224,0
phone,30,2/13/12 9:27 AM,0,15,0.032,0
phone,17,9/27/10 9:27 AM,0,43,0.015,0
landline,35,8/27/10 9:27 AM,2,77,0.013,0
landline,46,1/6/15 9:27 AM,2,42,0.004,0
4G,29,4/14/12 9:27 AM,0,45,0.015,0
phone,57,1/14/12 9:27 AM,0,71,0.007,0
phone,22,9/20/15 9:27 AM,1,39,0.002,0
landline,2,2/26/13 9:27 AM,2,53,0.01,0
phone,33,9/24/15 9:27 AM,1,42,0.001,0
4G,39,6/25/10 9:27 AM,2,93,0.033,0
4G,4,7/24/13 9:27 AM,5,104,0.026,0
fiber,48,10/24/13 9:27 AM,3,16,0.135,0
fiber,51,4/22/15 9:27 AM,0,95,0.002,0
phone,79,2/26/11 9:27 AM,4,18,0.168,0
4G,0,9/23/12 9:27 AM,0,16,0.038,0
4G,40,10/3/10 9:27 AM,0,65,0.015,0
phone,4,5/23/13 9:27 AM,5,32,0.061,0
4G,1,10/3/12 9:27 AM,7,52,0.093,0
4G,59,3/11/15 10:27 AM,0,87,0.002,0
fiber,17,8/7/10 9:27 AM,0,83,0.016,0
landline,8,9/2/11 9:27 AM,0,15,0.018,0
phone,0,9/26/11 9:27 AM,5,19,0.168,0
fiber,80,12/15/11 9:27 AM,4,106,0.048,0
4G,17,8/28/11 9:27 AM,9,69,0.118,0
phone,34,4/30/14 9:27 AM,0,63,0.003,0
landline,44,10/4/14 9:27 AM,4,27,0.014,0
phone,56,1/22/11 9:27 AM,1,33,0.037,0
4G,67,11/25/10 9:27 AM,0,75,0.013,0
phone,23,7/26/10 9:27 AM,2,74,0.028,0
phone,75,4/3/12 9:27 AM,1,36,0.026,0
fiber,27,3/24/14 10:27 AM,0,85,0.005,0
4G,36,5/26/12 9:27 AM,1,45,0.03,0
fiber,4,12/29/14 9:27 AM,9,68,0.036,0
landline,29,6/27/14 9:27 AM,1,65,0.003,0
phone,41,10/31/13 10:27 AM,2,103,0.008,0
landline,67,12/14/14 9:27 AM,0,81,0.001,0
4G,25,3/21/14 10:27 AM,2,28,0.035,0
4G,56,11/24/11 9:27 AM,0,26,0.03,0
4G,57,1/26/12 9:27 AM,1,108,0.014,0
phone,12,10/6/13 9:27 AM,0,107,0.003,0
fiber,6,6/26/14 9:27 AM,0,74,0.005,0
phone,33,9/12/13 9:27 AM,2,96,0.009,0
phone,15,3/31/15 9:27 AM,5,36,0.015,0
phone,45,9/24/12 9:27 AM,1,52,0.016,0
landline,23,10/7/10 9:27 AM,6,106,0.022,0
phone,33,4/13/14 9:27 AM,2,91,0.007,0
phone,44,8/5/10 9:27 AM,2,17,0.119,0
phone,55,5/11/14 9:27 AM,1,102,0.004,0
fiber,1,3/28/15 10:27 AM,4,50,0.018,0
4G,51,9/20/13 9:27 AM,1,17,0.05,0
phone,58,10/2/13 9:27 AM,8,72,0.035,0
fiber,48,8/3/15 9:27 AM,8,35,0.024,0
fiber,66,11/25/10 9:27 AM,0,61,0.021,0
phone,55,1/8/14 9:27 AM,0,87,0.003,0
phone,6,9/5/15 9:27 AM,1,93,0.001,0
phone,11,11/28/14 9:27 AM,4,29,0.023,0
phone,10,12/20/11 9:27 AM,5,67,0.045,0
landline,52,2/24/15 9:27 AM,3,102,0.002,0
landline,56,8/9/10 9:27 AM,0,41,0.008,0
fiber,54,9/3/10 9:27 AM,1,80,0.033,0
4G,66,10/17/12 9:27 AM,2,96,0.019,0
phone,0,12/26/11 9:27 AM,0,75,0.007,0
phone,40,8/17/14 9:27 AM,4,84,0.01,0
phone,4,6/11/14 9:27 AM,0,48,0.004,0
landline,27,4/20/14 9:27 AM,0,76,0.001,0
landline,72,8/31/14 9:27 AM,1,80,0.002,0
landline,2,7/17/12 9:27 AM,2,24,0.027,0
phone,56,1/10/13 9:27 AM,0,54,0.007,0
4G,55,1/3/14 9:27 AM,3,107,0.014,0
landline,17,10/7/10 9:27 AM,4,76,0.022,0
fiber,12,7/8/11 9:27 AM,1,78,0.029,0
4G,63,2/13/11 9:27 AM,0,26,0.035,0
landline,41,8/22/15 9:27 AM,0,72,0,0
phone,67,9/10/12 9:27 AM,0,106,0.004,0
phone,12,4/26/12 9:27 AM,1,13,0.071,0
phone,57,2/23/11 9:27 AM,4,73,0.042,0
4G,60,5/20/12 9:27 AM,0,84,0.008,0
phone,24,8/24/11 9:27 AM,0,64,0.008,0
phone,27,9/27/13 9:27 AM,1,14,0.04,0
fiber,5,7/31/13 9:27 AM,0,24,0.025,0
phone,32,4/13/11 9:27 AM,0,85,0.007,0
phone,64,6/19/11 9:27 AM,0,25,0.023,0
landline,11,4/22/15 9:27 AM,9,16,0.025,0
4G,68,1/6/11 9:27 AM,2,25,0.112,0
phone,47,4/30/13 9:27 AM,0,68,0.005,0
fiber,58,1/6/11 9:27 AM,2,17,0.22,0
landline,14,10/13/12 9:27 AM,9,31,0.064,0
phone,0,7/29/12 9:27 AM,0,41,0.01,0
4G,48,11/23/13 9:27 AM,8,32,0.109,0
fiber,51,6/20/14 9:27 AM,1,105,0.007,0
4G,42,12/16/14 9:27 AM,1,96,0.004,0
phone,54,7/9/15 9:27 AM,5,39,0.008,0
phone,28,8/4/15 9:27 AM,0,73,0.001,0
phone,71,11/13/14 9:27 AM,6,97,0.01,0
4G,52,10/31/11 10:27 AM,4,11,0.355,0
4G,11,7/31/14 9:27 AM,4,49,0.027,0
phone,36,4/14/13 9:27 AM,2,104,0.01,0
phone,29,1/29/15 9:27 AM,3,84,0.005,0
phone,67,7/18/15 9:27 AM,1,31,0.003,0
landline,12,7/6/15 9:27 AM,4,36,0.004,0
4G,46,2/13/12 9:27 AM,2,86,0.025,0
phone,55,10/24/11 9:27 AM,1,37,0.028,0
4G,53,7/6/14 9:27 AM,4,75,0.018,0
4G,75,3/23/13 10:27 AM,2,101,0.015,0
landline,38,1/13/12 9:27 AM,1,87,0.006,0
4G,11,6/3/15 9:27 AM,0,53,0.002,0
phone,12,1/31/13 9:27 AM,6,37,0.068,0
phone,46,11/21/12 9:27 AM,6,59,0.046,0
phone,62,9/11/13 9:27 AM,2,33,0.026,0
4G,25,7/19/13 9:27 AM,0,55,0.008,0
4G,78,9/23/13 9:27 AM,2,12,0.105,0
phone,76,12/12/13 9:27 AM,5,89,0.017,0
fiber,76,6/27/15 9:27 AM,1,31,0.008,0
4G,44,4/15/11 9:27 AM,2,82,0.032,0
phone,6,10/4/13 9:27 AM,1,92,0.006,0
fiber,66,5/14/12 9:27 AM,0,73,0.012,0
4G,71,3/11/14 10:27 AM,2,68,0.015,0
phone,32,12/15/12 9:27 AM,0,26,0.015,0
landline,5,8/8/12 9:27 AM,1,72,0.006,0
4G,40,4/28/12 9:27 AM,3,87,0.032,0
landline,63,10/30/11 10:27 AM,5,15,0.104,0
fiber,5,4/9/14 9:27 AM,0,56,0.008,0
phone,17,6/1/14 9:27 AM,7,50,0.031,0
fiber,3,11/24/15 9:27 AM,0,78,0,0
4G,52,12/3/11 9:27 AM,1,10,0.153,0
landline,42,3/19/15 10:27 AM,0,77,0.001,0
phone,33,3/2/15 9:27 AM,1,47,0.004,0
landline,53,5/23/11 9:27 AM,1,102,0.006,0
phone,44,2/18/15 9:27 AM,0,88,0.001,0
phone,64,4/22/11 9:27 AM,3,68,0.034,0
fiber,53,10/9/10 9:27 AM,2,36,0.109,0
phone,30,1/12/14 9:27 AM,4,69,0.018,0
phone,1,3/1/14 9:27 AM,4,55,0.021,0
phone,45,4/27/11 9:27 AM,0,82,0.007,0
4G,67,8/14/10 9:27 AM,4,21,0.24,0
landline,71,12/21/13 9:27 AM,1,19,0.013,0
phone,50,9/25/12 9:27 AM,0,66,0.006,0
4G,27,3/26/12 9:27 AM,1,105,0.013,0
4G,23,5/21/15 9:27 AM,6,61,0.012,0
fiber,49,11/5/10 10:27 AM,0,60,0.021,0
phone,36,8/20/10 9:27 AM,0,15,0.045,0
fiber,21,10/26/13 9:27 AM,0,82,0.007,0
phone,55,12/31/11 9:27 AM,0,52,0.01,0
phone,32,5/21/12 9:27 AM,0,17,0.026,0
landline,41,12/22/12 9:27 AM,1,17,0.022,0
phone,8,8/12/11 9:27 AM,1,106,0.01,0
fiber,5,5/26/11 9:27 AM,2,97,0.036,0
phone,52,9/27/13 9:27 AM,2,30,0.028,0
phone,64,6/23/15 9:27 AM,1,84,0.001,0
4G,15,11/26/15 9:27 AM,0,60,0,0
4G,15,7/22/11 9:27 AM,1,40,0.042,0
landline,45,11/3/12 10:27 AM,4,85,0.012,0
4G,1,7/29/15 9:27 AM,0,71,0.001,0
phone,33,9/3/12 9:27 AM,0,90,0.005,0
4G,10,1/19/13 9:27 AM,0,96,0.006,0
fiber,15,2/4/11 9:27 AM,0,65,0.019,0
fiber,69,12/17/12 9:27 AM,0,20,0.038,0
landline,71,10/25/12 9:27 AM,5,27,0.044,0
phone,15,12/11/14 9:27 AM,3,73,0.007,0
fiber,34,7/26/15 9:27 AM,0,80,0.001,0
fiber,65,9/30/15 9:27 AM,0,43,0.001,0
phone,27,7/27/13 9:27 AM,1,77,0.008,0
phone,73,10/22/13 9:27 AM,0,56,0.005,0
phone,19,3/9/14 10:27 AM,9,15,0.149,0
4G,77,3/28/13 10:27 AM,3,89,0.023,0
4G,78,3/28/15 10:27 AM,3,11,0.049,0
landline,3,10/26/13 9:27 AM,0,64,0.002,0
4G,31,8/30/12 9:27 AM,4,77,0.04,0
4G,31,12/11/14 9:27 AM,0,37,0.005,0
fiber,2,6/13/13 9:27 AM,6,51,0.087,0
phone,24,4/19/12 9:27 AM,9,53,0.087,0
4G,5,10/28/13 10:27 AM,3,79,0.02,0
fiber,5,4/13/12 9:27 AM,2,27,0.103,0
landline,17,8/3/15 9:27 AM,2,67,0.001,0
4G,39,5/23/12 9:27 AM,2,25,0.081,0
phone,56,1/22/15 9:27 AM,0,36,0.003,0
4G,52,2/16/15 9:27 AM,4,78,0.01,0
4G,79,6/15/12 9:27 AM,3,39,0.068,0
fiber,39,9/3/14 9:27 AM,1,100,0.006,0
4G,69,1/5/13 9:27 AM,0,90,0.006,0
phone,39,10/19/15 9:27 AM,0,97,0,0
fiber,11,11/3/14 9:27 AM,0,25,0.011,0
landline,58,1/30/14 9:27 AM,8,23,0.046,0
phone,11,6/25/14 9:27 AM,2,72,0.008,0
phone,48,7/28/10 9:27 AM,4,105,0.032,0
4G,53,2/19/11 9:27 AM,1,107,0.017,0
fiber,24,8/1/14 9:27 AM,1,106,0.007,0
landline,16,10/8/10 9:27 AM,0,65,0.005,0
4G,76,8/14/11 9:27 AM,1,58,0.028,0
phone,56,5/23/13 9:27 AM,0,60,0.005,0
phone,73,5/19/15 9:27 AM,0,46,0.002,0
